PDF Name,Text from 2nd last <td>,Download Link
"Tuesday, 19th March, 1996","Tuesday, 19th March, 1996",https://na.gov.pk/uploads/documents/1459521063_528.pdf
"Monday, 18th March, 1996","Monday, 18th March, 1996",https://na.gov.pk/uploads/documents/1459521038_372.pdf
"Sunday, 17th March, 1996","Sunday, 17th March, 1996",https://na.gov.pk/uploads/documents/1459520927_849.pdf
"Thursday, 14th March, 1996","Thursday, 14th March, 1996",https://na.gov.pk/uploads/documents/1459520885_713.pdf
"Wednesday, 13th March, 1996","Wednesday, 13th March, 1996",https://na.gov.pk/uploads/documents/1459521144_467.pdf
"Tuesday, 12th March, 1996","Tuesday, 12th March, 1996",https://na.gov.pk/uploads/documents/1459520846_122.pdf
"Monday, 11th March, 1996","Monday, 11th March, 1996",https://na.gov.pk/uploads/documents/1459520796_958.pdf
"Sunday, 10th March, 1996","Sunday, 10th March, 1996",https://na.gov.pk/uploads/documents/1459520747_553.pdf
"Sunday, 14th April, 1996","Sunday, 14th April, 1996",https://na.gov.pk/uploads/documents/1459522973_977.pdf
"Thursday, 11th April, 1996","Thursday, 11th April, 1996",https://na.gov.pk/uploads/documents/1459522915_373.pdf
"Wednesday, 10th April, 1996","Wednesday, 10th April, 1996",https://na.gov.pk/uploads/documents/1459522880_232.pdf
"Tuesday, 9th April, 1996","Tuesday, 9th April, 1996",https://na.gov.pk/uploads/documents/1459522833_762.pdf
"Monday, 8th April, 1996","Monday, 8th April, 1996",https://na.gov.pk/uploads/documents/1459522776_823.pdf
"Sunday, 7th April, 1996","Sunday, 7th April, 1996",https://na.gov.pk/uploads/documents/1459522693_378.pdf
"Monday, 1st April, 1996","Monday, 1st April, 1996",https://na.gov.pk/uploads/documents/1459522655_881.pdf
"Sunday, 31st March, 1996","Sunday, 31st March, 1996",https://na.gov.pk/uploads/documents/1459522502_839.pdf
"Thursday, 28th March, 1996","Thursday, 28th March, 1996",https://na.gov.pk/uploads/documents/1459522456_929.pdf
"Wednesday, 27th March, 1996","Wednesday, 27th March, 1996",https://na.gov.pk/uploads/documents/1459522424_595.pdf
"Tuesday, 26th March, 1996","Tuesday, 26th March, 1996",https://na.gov.pk/uploads/documents/1459522402_390.pdf
"Monday, 25th March, 1996","Monday, 25th March, 1996",https://na.gov.pk/uploads/documents/1459522313_369.pdf
"Sunday, 24th March, 1996","Sunday, 24th March, 1996",https://na.gov.pk/uploads/documents/1459522282_810.pdf
"Tuesday, 16th April, 1996","Tuesday, 16th April, 1996",https://na.gov.pk/uploads/documents/1459523098_644.pdf
"Monday, 15th April, 1996","Monday, 15th April, 1996",https://na.gov.pk/uploads/documents/1459523053_258.pdf
"Thursday, 23rd May, 1996","Thursday, 23rd May, 1996",https://na.gov.pk/uploads/documents/1459570192_724.pdf
"Wednesday, 22nd May, 1996","Wednesday, 22nd May, 1996",https://na.gov.pk/uploads/documents/1459570130_635.pdf
"Wednesday, 22nd May, 1996","Wednesday, 22nd May, 1996",https://na.gov.pk/uploads/documents/1459570160_154.pdf
"Tuesday, 21st May, 1996","Tuesday, 21st May, 1996",https://na.gov.pk/uploads/documents/1459570101_384.pdf
"Monday, 20th May, 1996","Monday, 20th May, 1996",https://na.gov.pk/uploads/documents/1459570065_863.pdf
"Sunday, 19th May, 1996","Sunday, 19th May, 1996",https://na.gov.pk/uploads/documents/1459570040_841.pdf
"Thursday, 16th May, 1996","Thursday, 16th May, 1996",https://na.gov.pk/uploads/documents/1459569992_828.pdf
"Wednesday, 15th May, 1996","Wednesday, 15th May, 1996",https://na.gov.pk/uploads/documents/1459569900_204.pdf
"Tuesday, 14th May, 1996","Tuesday, 14th May, 1996",https://na.gov.pk/uploads/documents/1459569928_545.pdf
"Monday, 13th May, 1996","Monday, 13th May, 1996",https://na.gov.pk/uploads/documents/1459569869_197.pdf
"Sunday, 12th May, 1996","Sunday, 12th May, 1996",https://na.gov.pk/uploads/documents/1459569842_638.pdf
"Thursday, 9th May, 1996","Thursday, 9th May, 1996",https://na.gov.pk/uploads/documents/1459569798_876.pdf
"Wednesday, 8th May, 1996","Wednesday, 8th May, 1996",https://na.gov.pk/uploads/documents/1459569771_985.pdf
"Tuesday, 7th May, 1996","Tuesday, 7th May, 1996",https://na.gov.pk/uploads/documents/1459569743_995.pdf
"Monday, 6th May, 1996","Monday, 6th May, 1996",https://na.gov.pk/uploads/documents/1459569710_629.pdf
"Sunday, 5th May, 1996","Sunday, 5th May, 1996",https://na.gov.pk/uploads/documents/1459569685_443.pdf
"Saturday, 29th June, 1996","Saturday, 29th June, 1996",https://na.gov.pk/uploads/documents/1459571431_900.pdf
"Thursday, 27th June, 1996","Thursday, 27th June, 1996",https://na.gov.pk/uploads/documents/1459571360_204.pdf
"Wednesday, 26th June, 1996","Wednesday, 26th June, 1996",https://na.gov.pk/uploads/documents/1459571390_721.pdf
"Tuesday, 25th June, 1996","Tuesday, 25th June, 1996",https://na.gov.pk/uploads/documents/1459571319_941.pdf
"Monday, 24th June, 1996","Monday, 24th June, 1996",https://na.gov.pk/uploads/documents/1459571269_841.pdf
"Sunday, 23rd June, 1996","Sunday, 23rd June, 1996",https://na.gov.pk/uploads/documents/1459571232_172.pdf
"Saturday, 22nd June, 1996","Saturday, 22nd June, 1996",https://na.gov.pk/uploads/documents/1459571195_505.pdf
"Thursday, 20th June, 1996","Thursday, 20th June, 1996",https://na.gov.pk/uploads/documents/1459571156_880.pdf
"Wednesday, 19th June, 1996","Wednesday, 19th June, 1996",https://na.gov.pk/uploads/documents/1459571483_656.pdf
"Tuesday, 18th June, 1996","Tuesday, 18th June, 1996",https://na.gov.pk/uploads/documents/1459571128_421.pdf
"Monday, 17th June, 1996","Monday, 17th June, 1996",https://na.gov.pk/uploads/documents/1459571099_240.pdf
"Sunday, 16th June, 1996","Sunday, 16th June, 1996",https://na.gov.pk/uploads/documents/1459571063_865.pdf
"Thursday, 13th June, 1996","Thursday, 13th June, 1996",https://na.gov.pk/uploads/documents/1459571031_667.pdf
"Wednesday, 12th June, 1996","Wednesday, 12th June, 1996",https://na.gov.pk/uploads/documents/1459571005_146.pdf
"Tuesday, 11th June, 1996","Tuesday, 11th June, 1996",https://na.gov.pk/uploads/documents/1459570978_162.pdf
"Monday, 10th June, 1996","Monday, 10th June, 1996",https://na.gov.pk/uploads/documents/1459570952_581.pdf
"Sunday, 9th June, 1996","Sunday, 9th June, 1996",https://na.gov.pk/uploads/documents/1459570900_155.pdf
"Monday, 16th September, 1996","Monday, 16th September, 1996",https://na.gov.pk/uploads/documents/1459573048_581.pdf
"Sunday, 15th September, 1996","Sunday, 15th September, 1996",https://na.gov.pk/uploads/documents/1459573010_589.pdf
"Thursday, 12th September, 1996","Thursday, 12th September, 1996",https://na.gov.pk/uploads/documents/1459572981_450.pdf
"Tuesday, 10th September, 1996","Tuesday, 10th September, 1996",https://na.gov.pk/uploads/documents/1459572868_507.pdf
"Monday, 9th September, 1996","Monday, 9th September, 1996",https://na.gov.pk/uploads/documents/1459572832_604.pdf
"Sunday, 8th September, 1996","Sunday, 8th September, 1996",https://na.gov.pk/uploads/documents/1459572924_424.pdf
"Thursday, 5th September, 1996","Thursday, 5th September, 1996",https://na.gov.pk/uploads/documents/1459572799_473.pdf
"Wednesday, 4th September, 1996","Wednesday, 4th September, 1996",https://na.gov.pk/uploads/documents/1459572765_199.pdf
"Tuesday, 3rd September, 1996","Tuesday, 3rd September, 1996",https://na.gov.pk/uploads/documents/1459572730_313.pdf
"Monday, 2nd September, 1996","Monday, 2nd September, 1996",https://na.gov.pk/uploads/documents/1459572700_402.pdf
"Sunday, 1st September, 1996","Sunday, 1st September, 1996",https://na.gov.pk/uploads/documents/1459572666_699.pdf
"Thursday, 29th August, 1996","Thursday, 29th August, 1996",https://na.gov.pk/uploads/documents/1459572629_298.pdf
"Wednesday, 28th August, 1996","Wednesday, 28th August, 1996",https://na.gov.pk/uploads/documents/1459572589_582.pdf
"Tuesday, 27th August, 1996","Tuesday, 27th August, 1996",https://na.gov.pk/uploads/documents/1459572561_246.pdf
"Monday, 26th August, 1996","Monday, 26th August, 1996",https://na.gov.pk/uploads/documents/1459572499_541.pdf
"Sunday, 25th August, 1996","Sunday, 25th August, 1996",https://na.gov.pk/uploads/documents/1459572469_658.pdf
"Thursday, 22nd August, 1996","Thursday, 22nd August, 1996",https://na.gov.pk/uploads/documents/1459572435_446.pdf
"Wednesday, 21st August, 1996","Wednesday, 21st August, 1996",https://na.gov.pk/uploads/documents/1459572407_545.pdf
"Tuesday, 20th August, 1996","Tuesday, 20th August, 1996",https://na.gov.pk/uploads/documents/1459572372_379.pdf
"Monday, 19th August, 1996","Monday, 19th August, 1996",https://na.gov.pk/uploads/documents/1459572331_707.pdf
"Sunday, 18th August, 1996","Sunday, 18th August, 1996",https://na.gov.pk/uploads/documents/1459572300_587.pdf
"Monday, 21st October, 1996","Monday, 21st October, 1996",https://na.gov.pk/uploads/documents/1459573802_400.pdf
"Sunday, 20th October, 1996","Sunday, 20th October, 1996",https://na.gov.pk/uploads/documents/1459573734_618.pdf
"Wednesday, 16th October, 1996","Wednesday, 16th October, 1996",https://na.gov.pk/uploads/documents/1459573768_680.pdf
"Monday, 14th October, 1996","Monday, 14th October, 1996",https://na.gov.pk/uploads/documents/1459573688_480.pdf
"Wednesday, 9th October, 1996","Wednesday, 9th October, 1996",https://na.gov.pk/uploads/documents/1459573661_118.pdf
"Wednesday, 2nd October, 1996","Wednesday, 2nd October, 1996",https://na.gov.pk/uploads/documents/1459573631_397.pdf
"Sunday, 29th September, 1996","Sunday, 29th September, 1996",https://na.gov.pk/uploads/documents/1459573594_134.pdf
"Tuesday, 24th September, 1996","Tuesday, 24th September, 1996",https://na.gov.pk/uploads/documents/1459573550_320.pdf
"Monday, 23rd September, 1996","Monday, 23rd September, 1996",https://na.gov.pk/uploads/documents/1459573513_824.pdf
"Saturday, 21st September, 1996","Saturday, 21st September, 1996",https://na.gov.pk/uploads/documents/1459573484_943.pdf
"Wednesday, 29th November, 1995","Wednesday, 29th November, 1995",https://na.gov.pk/uploads/documents/1506322545_888.pdf
"Sunday, 3rd November, 1996","Sunday, 3rd November, 1996",https://na.gov.pk/uploads/documents/1459574003_463.pdf
"Sunday, 4th November, 1990","Sunday, 4th November, 1990",https://na.gov.pk/uploads/documents/1460097288_975.pdf
"Saturday, 3rd November, 1990","Saturday, 3rd November, 1990",https://na.gov.pk/uploads/documents/1460097253_468.pdf
"Tuesday, 6th November, 1990","Tuesday, 6th November, 1990",https://na.gov.pk/uploads/documents/1460097334_518.pdf
"Thursday, 8th November, 1990","Thursday, 8th November, 1990",https://na.gov.pk/uploads/documents/1460097374_607.pdf
"Thursday, 3rd January, 1991","Thursday, 3rd January, 1991",https://na.gov.pk/uploads/documents/1457931223_354.pdf
"Tuesday, 1st January, 1991","Tuesday, 1st January, 1991",https://na.gov.pk/uploads/documents/1457931191_643.pdf
"Monday, 31st December, 1990","Monday, 31st December, 1990",https://na.gov.pk/uploads/documents/1457679838_355.pdf
"Sunday, 30th December, 1990","Sunday, 30th December, 1990",https://na.gov.pk/uploads/documents/1457679758_112.pdf
"Thursday, 27th December, 1990","Thursday, 27th December, 1990",https://na.gov.pk/uploads/documents/1457679639_894.pdf
"Wednesday, 26th December, 1990","Wednesday, 26th December, 1990",https://na.gov.pk/uploads/documents/1457679599_700.pdf
"Monday, 24th December, 1990","Monday, 24th December, 1990",https://na.gov.pk/uploads/documents/1457679195_903.pdf
"Sunday, 23rd December, 1990","Sunday, 23rd December, 1990",https://na.gov.pk/uploads/documents/1457679096_520.pdf
"Thursday, 20th December, 1990","Thursday, 20th December, 1990",https://na.gov.pk/uploads/documents/1457679009_729.pdf
"Wednesday, 19th December, 1990","Wednesday, 19th December, 1990",https://na.gov.pk/uploads/documents/1457676594_791.pdf
"Tuesday, 18th December, 1990","Tuesday, 18th December, 1990",https://na.gov.pk/uploads/documents/1457676502_548.pdf
"Monday, 17th December, 1990","Monday, 17th December, 1990",https://na.gov.pk/uploads/documents/1457676393_118.pdf
"Thursday, 11th April, 1991","Thursday, 11th April, 1991",https://na.gov.pk/uploads/documents/1458019554_811.pdf
"Tuesday, 9th April, 1991","Tuesday, 9th April, 1991",https://na.gov.pk/uploads/documents/1458019497_434.pdf
"Monday, 8th April, 1991","Monday, 8th April, 1991",https://na.gov.pk/uploads/documents/1458019458_140.pdf
"Sunday, 7th April, 1991","Sunday, 7th April, 1991",https://na.gov.pk/uploads/documents/1458019413_926.pdf
"Thursday, 4th April, 1991","Thursday, 4th April, 1991",https://na.gov.pk/uploads/documents/1458019374_259.pdf
"Wednesday, 3rd April, 1991","Wednesday, 3rd April, 1991",https://na.gov.pk/uploads/documents/1458019317_454.pdf
"Tuesday, 2nd April, 1991","Tuesday, 2nd April, 1991",https://na.gov.pk/uploads/documents/1458019267_118.pdf
"Monday, 1st April, 1991","Monday, 1st April, 1991",https://na.gov.pk/uploads/documents/1458019220_611.pdf
"Wednesday, 13th March, 1991","Wednesday, 13th March, 1991",https://na.gov.pk/uploads/documents/1458019179_690.pdf
"Tuesday, 12th March, 1991","Tuesday, 12th March, 1991",https://na.gov.pk/uploads/documents/1458019137_902.pdf
"Monday, 11th March, 1991","Monday, 11th March, 1991",https://na.gov.pk/uploads/documents/1458019098_605.pdf
"Sunday, 10th March, 1991","Sunday, 10th March, 1991",https://na.gov.pk/uploads/documents/1458018777_459.pdf
"Thursday, 7th March, 1991","Thursday, 7th March, 1991",https://na.gov.pk/uploads/documents/1458018268_927.pdf
"Wednesday, 6th March, 1991","Wednesday, 6th March, 1991",https://na.gov.pk/uploads/documents/1458017830_393.pdf
"Tuesday, 5th March, 1991","Tuesday, 5th March, 1991",https://na.gov.pk/uploads/documents/1458016782_166.pdf
"Monday, 4th March, 1991","Monday, 4th March, 1991",https://na.gov.pk/uploads/documents/1458016745_651.pdf
"Sunday, 3rd March, 1991","Sunday, 3rd March, 1991",https://na.gov.pk/uploads/documents/1458016686_511.pdf
"Thursday, 28th February, 1991","Thursday, 28th February, 1991",https://na.gov.pk/uploads/documents/1458016644_772.pdf
"Wednesday, 27th February, 1991","Wednesday, 27th February, 1991",https://na.gov.pk/uploads/documents/1458016608_831.pdf
"Tuesday, 26th February, 1991","Tuesday, 26th February, 1991",https://na.gov.pk/uploads/documents/1458016554_288.pdf
"Monday, 25th February, 1991","Monday, 25th February, 1991",https://na.gov.pk/uploads/documents/1458016495_341.pdf
"Sunday, 24th February, 1991","Sunday, 24th February, 1991",https://na.gov.pk/uploads/documents/1457950502_344.pdf
"Thursday, 21st February, 1991","Thursday, 21st February, 1991",https://na.gov.pk/uploads/documents/1457948915_598.pdf
"Wednesday, 20th February, 1991","Wednesday, 20th February, 1991",https://na.gov.pk/uploads/documents/1457948837_585.pdf
"Tuesday, 19th February, 1991","Tuesday, 19th February, 1991",https://na.gov.pk/uploads/documents/1457948283_217.pdf
"Monday, 18th February, 1991","Monday, 18th February, 1991",https://na.gov.pk/uploads/documents/1457948004_731.pdf
"Sunday, 17th February, 1991","Sunday, 17th February, 1991",https://na.gov.pk/uploads/documents/1457947066_346.pdf
"Thursday, 14th February, 1991","Thursday, 14th February, 1991",https://na.gov.pk/uploads/documents/1457946883_485.pdf
"Wednesday, 13th February, 1991","Wednesday, 13th February, 1991",https://na.gov.pk/uploads/documents/1457946841_320.pdf
"Tuesday, 12th February, 1991","Tuesday, 12th February, 1991",https://na.gov.pk/uploads/documents/1457946695_260.pdf
"Monday, 11th February, 1991","Monday, 11th February, 1991",https://na.gov.pk/uploads/documents/1457945675_181.pdf
"Sunday, 10th February, 1991","Sunday, 10th February, 1991",https://na.gov.pk/uploads/documents/1457945551_719.pdf
"Thursday, 7th February, 1991","Thursday, 7th February, 1991",https://na.gov.pk/uploads/documents/1457945424_607.pdf
"Wednesday, 6th February, 1991","Wednesday, 6th February, 1991",https://na.gov.pk/uploads/documents/1457945302_511.pdf
"Monday, 4th February, 1991","Monday, 4th February, 1991",https://na.gov.pk/uploads/documents/1457939975_301.pdf
"Sunday, 3rd February, 1991","Sunday, 3rd February, 1991",https://na.gov.pk/uploads/documents/1457939900_706.pdf
"Thursday, 16th May, 1991","Thursday, 16th May, 1991",https://na.gov.pk/uploads/documents/1458024758_114.pdf
"Wednesday, 15th May, 1991","Wednesday, 15th May, 1991",https://na.gov.pk/uploads/documents/1458023613_827.pdf
"Tuesday, 14th May, 1991","Tuesday, 14th May, 1991",https://na.gov.pk/uploads/documents/1458023552_892.pdf
"Monday, 13th May, 1991","Monday, 13th May, 1991",https://na.gov.pk/uploads/documents/1458023495_385.pdf
"Sunday, 12th May, 1991","Sunday, 12th May, 1991",https://na.gov.pk/uploads/documents/1458023449_277.pdf
"Saturday, 11th May, 1991","Saturday, 11th May, 1991",https://na.gov.pk/uploads/documents/1458023402_651.pdf
"Thursday, 9th May, 1991","Thursday, 9th May, 1991",https://na.gov.pk/uploads/documents/1458023332_402.pdf
"Wednesday, 8th May, 1991","Wednesday, 8th May, 1991",https://na.gov.pk/uploads/documents/1458023266_805.pdf
"Tuesday, 7th May, 1991","Tuesday, 7th May, 1991",https://na.gov.pk/uploads/documents/1458023222_837.pdf
"Monday, 6th May, 1991","Monday, 6th May, 1991",https://na.gov.pk/uploads/documents/1458022913_417.pdf
"Sunday, 5th May, 1991","Sunday, 5th May, 1991",https://na.gov.pk/uploads/documents/1458022849_801.pdf
"Tuesday, 30th April, 1991","Tuesday, 30th April, 1991",https://na.gov.pk/uploads/documents/1458022755_378.pdf
"Sunday, 28th April, 1991","Sunday, 28th April, 1991",https://na.gov.pk/uploads/documents/1458022675_192.pdf
"Tuesday, 18th June, 1991","Tuesday, 18th June, 1991",https://na.gov.pk/uploads/documents/1458113176_194.pdf
"Monday, 17th June, 1991","Monday, 17th June, 1991",https://na.gov.pk/uploads/documents/1458112949_780.pdf
"Sunday, 16th June, 1991","Sunday, 16th June, 1991",https://na.gov.pk/uploads/documents/1458112881_649.pdf
