PDF Name,Text from 2nd last <td>,Download Link
"Tuesday, 27th July, 1999","Tuesday, 27th July, 1999",https://na.gov.pk/uploads/documents/1459665221_703.pdf
"Monday, 26th July, 1999","Monday, 26th July, 1999",https://na.gov.pk/uploads/documents/1459665193_922.pdf
"Friday, 23rd July, 1999","Friday, 23rd July, 1999",https://na.gov.pk/uploads/documents/1459665114_418.pdf
"Thursday, 22nd July, 1999","Thursday, 22nd July, 1999",https://na.gov.pk/uploads/documents/1459665155_218.pdf
"Wednesday, 21st July, 1999","Wednesday, 21st July, 1999",https://na.gov.pk/uploads/documents/1459665067_522.pdf
"Tuesday, 20th July, 1999","Tuesday, 20th July, 1999",https://na.gov.pk/uploads/documents/1459665007_791.pdf
"Monday, 19th July, 1999","Monday, 19th July, 1999",https://na.gov.pk/uploads/documents/1459664909_960.pdf
"Friday, 16th July, 1999","Friday, 16th July, 1999",https://na.gov.pk/uploads/documents/1459664839_662.pdf
"Wednesday, 14th July, 1999","Wednesday, 14th July, 1999",https://na.gov.pk/uploads/documents/1459664808_514.pdf
"Monday, 12th July, 1999","Monday, 12th July, 1999",https://na.gov.pk/uploads/documents/1459664766_653.pdf
"Friday, 9th July, 1999","Friday, 9th July, 1999",https://na.gov.pk/uploads/documents/1459664734_735.pdf
"Thursday, 8th July, 1999","Thursday, 8th July, 1999",https://na.gov.pk/uploads/documents/1459664705_817.pdf
"Tuesday, 6th July, 1999","Tuesday, 6th July, 1999",https://na.gov.pk/uploads/documents/1459664665_803.pdf
"Monday, 5th July, 1999","Monday, 5th July, 1999",https://na.gov.pk/uploads/documents/1459664634_558.pdf
"Friday, 2nd July, 1999","Friday, 2nd July, 1999",https://na.gov.pk/uploads/documents/1459664598_242.pdf
"Thursday, 1st July, 1999","Thursday, 1st July, 1999",https://na.gov.pk/uploads/documents/1459664558_526.pdf
"Wednesday, 30th June, 1999","Wednesday, 30th June, 1999",https://na.gov.pk/uploads/documents/1459664518_298.pdf
"Tuesday, 29th June, 1999","Tuesday, 29th June, 1999",https://na.gov.pk/uploads/documents/1459664480_439.pdf
"Saturday, 26th June, 1999","Saturday, 26th June, 1999",https://na.gov.pk/uploads/documents/1459664446_677.pdf
"Friday, 25th June, 1999","Friday, 25th June, 1999",https://na.gov.pk/uploads/documents/1459664407_139.pdf
"Thursday, 24th June, 1999","Thursday, 24th June, 1999",https://na.gov.pk/uploads/documents/1459664368_298.pdf
"Wednesday, 23rd June, 1999","Wednesday, 23rd June, 1999",https://na.gov.pk/uploads/documents/1459664325_551.pdf
"Tuesday, 22nd June, 1999","Tuesday, 22nd June, 1999",https://na.gov.pk/uploads/documents/1459664290_507.pdf
"Monday, 21st June, 1999","Monday, 21st June, 1999",https://na.gov.pk/uploads/documents/1459664256_781.pdf
"Saturday, 19th June, 1999","Saturday, 19th June, 1999",https://na.gov.pk/uploads/documents/1459664218_168.pdf
"Friday, 18th June, 1999","Friday, 18th June, 1999",https://na.gov.pk/uploads/documents/1459664186_776.pdf
"Thursday, 17th June, 1999","Thursday, 17th June, 1999",https://na.gov.pk/uploads/documents/1459664122_470.pdf
"Wednesday, 16th June, 1999","Wednesday, 16th June, 1999",https://na.gov.pk/uploads/documents/1459664087_439.pdf
"Tuesday, 15th June, 1999","Tuesday, 15th June, 1999",https://na.gov.pk/uploads/documents/1459664054_195.pdf
"Saturday, 12th June, 1999","Saturday, 12th June, 1999",https://na.gov.pk/uploads/documents/1459663983_849.pdf
"Friday, 11th June, 1999","Friday, 11th June, 1999",https://na.gov.pk/uploads/documents/1459663952_659.pdf
"Thursday, 10th June, 1999","Thursday, 10th June, 1999",https://na.gov.pk/uploads/documents/1459663917_828.pdf
"Tuesday, 8th June, 1999","Tuesday, 8th June, 1999",https://na.gov.pk/uploads/documents/1459663878_950.pdf
"Monday, 7th June, 1999","Monday, 7th June, 1999",https://na.gov.pk/uploads/documents/1459663850_440.pdf
"Friday, 4th June, 1999","Friday, 4th June, 1999",https://na.gov.pk/uploads/documents/1459665358_688.pdf
"Tuesday, 1st June, 1999","Tuesday, 1st June, 1999",https://na.gov.pk/uploads/documents/1459663805_138.pdf
"Monday, 31st May, 1999","Monday, 31st May, 1999",https://na.gov.pk/uploads/documents/1459663780_437.pdf
"Sunday, 17th October, 1993","Sunday, 17th October, 1993",https://na.gov.pk/uploads/documents/1459404067_509.pdf
"Friday, 15th October, 1993","Friday, 15th October, 1993",https://na.gov.pk/uploads/documents/1459404029_315.pdf
"Tuesday, 19th October, 1993","Tuesday, 19th October, 1993",https://na.gov.pk/uploads/documents/1459404335_125.pdf
"Wednesday, 27th October, 1993","Wednesday, 27th October, 1993",https://na.gov.pk/uploads/documents/1459407332_635.pdf
"Wednesday, 27th October, 1993","Wednesday, 27th October, 1993",https://na.gov.pk/uploads/documents/1560511147_586.pdf
"Sunday, 14th November, 1993","Sunday, 14th November, 1993",https://na.gov.pk/uploads/documents/1459407460_701.pdf
"Thursday, 11th November, 1993","Thursday, 11th November, 1993",https://na.gov.pk/uploads/documents/1459407404_754.pdf
"Tuesday, 7th December, 1993","Tuesday, 7th December, 1993",https://na.gov.pk/uploads/documents/1459407777_570.pdf
"Saturday, 4th December, 1993","Saturday, 4th December, 1993",https://na.gov.pk/uploads/documents/1459407717_607.pdf
"Wednesday, 1st December, 1993","Wednesday, 1st December, 1993",https://na.gov.pk/uploads/documents/1459407607_816.pdf
"Sunday, 28th November, 1993","Sunday, 28th November, 1993",https://na.gov.pk/uploads/documents/1459407546_730.pdf
"Monday, 27th December, 1993","Monday, 27th December, 1993",https://na.gov.pk/uploads/documents/1459408782_983.pdf
"Sunday, 26th December, 1993","Sunday, 26th December, 1993",https://na.gov.pk/uploads/documents/1459408641_882.pdf
"Thursday, 23rd December, 1993","Thursday, 23rd December, 1993",https://na.gov.pk/uploads/documents/1459408575_301.pdf
"Wednesday, 22nd December, 1993","Wednesday, 22nd December, 1993",https://na.gov.pk/uploads/documents/1459408208_208.pdf
"Tuesday, 21st December, 1993","Tuesday, 21st December, 1993",https://na.gov.pk/uploads/documents/1459408458_667.pdf
"Monday, 20th December, 1993","Monday, 20th December, 1993",https://na.gov.pk/uploads/documents/1459408021_803.pdf
"Sunday, 19th December, 1993","Sunday, 19th December, 1993",https://na.gov.pk/uploads/documents/1459407893_487.pdf
"Thursday, 16th December, 1993","Thursday, 16th December, 1993",https://na.gov.pk/uploads/documents/1459407838_537.pdf
"Monday, 7th February, 1994","Monday, 7th February, 1994",https://na.gov.pk/uploads/documents/1459410237_228.pdf
"Sunday, 6th February, 1994","Sunday, 6th February, 1994",https://na.gov.pk/uploads/documents/1459410176_649.pdf
"Thursday, 3rd February, 1994","Thursday, 3rd February, 1994",https://na.gov.pk/uploads/documents/1459410105_591.pdf
"Tuesday, 1st February, 1994","Tuesday, 1st February, 1994",https://na.gov.pk/uploads/documents/1459409646_118.pdf
"Sunday, 30th January, 1994","Sunday, 30th January, 1994",https://na.gov.pk/uploads/documents/1459409516_225.pdf
"Thursday, 27th January, 1994","Thursday, 27th January, 1994",https://na.gov.pk/uploads/documents/1459409437_767.pdf
"Wednesday, 26th January, 1994","Wednesday, 26th January, 1994",https://na.gov.pk/uploads/documents/1459409362_770.pdf
"Tuesday, 25th January, 1994","Tuesday, 25th January, 1994",https://na.gov.pk/uploads/documents/1459409302_161.pdf
"Monday, 24th January, 1994","Monday, 24th January, 1994",https://na.gov.pk/uploads/documents/1459409188_557.pdf
"Sunday, 23rd January, 1994","Sunday, 23rd January, 1994",https://na.gov.pk/uploads/documents/1459409112_882.pdf
"Thursday, 20th January, 1994","Thursday, 20th January, 1994",https://na.gov.pk/uploads/documents/1459409038_994.pdf
"Wednesday, 19th January, 1994","Wednesday, 19th January, 1994",https://na.gov.pk/uploads/documents/1459408972_524.pdf
"Tuesday, 18th January, 1994","Tuesday, 18th January, 1994",https://na.gov.pk/uploads/documents/1459408925_705.pdf
"Sunday, 16th January, 1994","Sunday, 16th January, 1994",https://na.gov.pk/uploads/documents/1459408866_435.pdf
"Thursday, 17th February, 1994","Thursday, 17th February, 1994",https://na.gov.pk/uploads/documents/1459410518_596.pdf
"Wednesday, 16th February, 1994","Wednesday, 16th February, 1994",https://na.gov.pk/uploads/documents/1459410454_715.pdf
"Tuesday, 28th June, 1994","Tuesday, 28th June, 1994",https://na.gov.pk/uploads/documents/1459486039_293.pdf
"Monday, 27th June, 1994","Monday, 27th June, 1994",https://na.gov.pk/uploads/documents/1459485957_340.pdf
"Sunday, 26th June, 1994","Sunday, 26th June, 1994",https://na.gov.pk/uploads/documents/1459485919_604.pdf
"Saturday, 25th June, 1994","Saturday, 25th June, 1994",https://na.gov.pk/uploads/documents/1459485886_338.pdf
"Thursday, 23rd June, 1994","Thursday, 23rd June, 1994",https://na.gov.pk/uploads/documents/1459485853_234.pdf
"Wednesday, 22nd June, 1994","Wednesday, 22nd June, 1994",https://na.gov.pk/uploads/documents/1459485818_284.pdf
"Thursday, 16th June, 1994","Thursday, 16th June, 1994",https://na.gov.pk/uploads/documents/1459485771_430.pdf
"Wednesday, 15th June, 1994","Wednesday, 15th June, 1994",https://na.gov.pk/uploads/documents/1459485737_620.pdf
"Tuesday, 14th June, 1994","Tuesday, 14th June, 1994",https://na.gov.pk/uploads/documents/1459485705_855.pdf
"Monday, 13th June, 1994","Monday, 13th June, 1994",https://na.gov.pk/uploads/documents/1459422808_622.pdf
"Sunday, 12th June, 1994","Sunday, 12th June, 1994",https://na.gov.pk/uploads/documents/1513245123_892.pdf
"Thursday, 9th June, 1994","Thursday, 9th June, 1994",https://na.gov.pk/uploads/documents/1513244754_757.pdf
"Tuesday, 7th June, 1994","Tuesday, 7th June, 1994",https://na.gov.pk/uploads/documents/1459421888_629.pdf
"Sunday, 5th June, 1994","Sunday, 5th June, 1994",https://na.gov.pk/uploads/documents/1459421829_879.pdf
"Thursday, 2nd June, 1994","Thursday, 2nd June, 1994",https://na.gov.pk/uploads/documents/1459421796_743.pdf
"Tuesday, 31st May, 1994","Tuesday, 31st May, 1994",https://na.gov.pk/uploads/documents/1459420652_785.pdf
"Sunday, 29th May, 1994","Sunday, 29th May, 1994",https://na.gov.pk/uploads/documents/1459420547_881.pdf
"Thursday, 28th April, 1994","Thursday, 28th April, 1994",https://na.gov.pk/uploads/documents/1459420472_416.pdf
"Wednesday, 27th April, 1994","Wednesday, 27th April, 1994",https://na.gov.pk/uploads/documents/1459420425_699.pdf
"Tuesday, 26th April, 1994","Tuesday, 26th April, 1994",https://na.gov.pk/uploads/documents/1459420386_388.pdf
"Monday, 25th April, 1994","Monday, 25th April, 1994",https://na.gov.pk/uploads/documents/1459420354_608.pdf
"Sunday, 24th April, 1994","Sunday, 24th April, 1994",https://na.gov.pk/uploads/documents/1459420250_735.pdf
"Thursday, 21st April, 1994","Thursday, 21st April, 1994",https://na.gov.pk/uploads/documents/1459420308_192.pdf
"Wednesday, 20th April, 1994","Wednesday, 20th April, 1994",https://na.gov.pk/uploads/documents/1459420139_574.pdf
"Tuesday, 19th April, 1994","Tuesday, 19th April, 1994",https://na.gov.pk/uploads/documents/1459420026_727.pdf
"Monday, 18th April, 1994","Monday, 18th April, 1994",https://na.gov.pk/uploads/documents/1459419943_552.pdf
"Sunday, 17th April, 1994","Sunday, 17th April, 1994",https://na.gov.pk/uploads/documents/1459419897_143.pdf
"Thursday, 14th April, 1994","Thursday, 14th April, 1994",https://na.gov.pk/uploads/documents/1459419845_876.pdf
"Tuesday, 12th April, 1994","Tuesday, 12th April, 1994",https://na.gov.pk/uploads/documents/1459419749_884.pdf
"Monday, 11th April, 1994","Monday, 11th April, 1994",https://na.gov.pk/uploads/documents/1459419704_337.pdf
"Sunday, 10th April, 1994","Sunday, 10th April, 1994",https://na.gov.pk/uploads/documents/1459419636_328.pdf
"Thursday, 7th April, 1994","Thursday, 7th April, 1994",https://na.gov.pk/uploads/documents/1459419567_545.pdf
"Wednesday, 6th April, 1994","Wednesday, 6th April, 1994",https://na.gov.pk/uploads/documents/1459419411_314.pdf
"Thursday, 8th September, 1994","Thursday, 8th September, 1994",https://na.gov.pk/uploads/documents/1459489823_740.pdf
"Wednesday, 7th September, 1994","Wednesday, 7th September, 1994",https://na.gov.pk/uploads/documents/1459489754_260.pdf
"Wednesday, 7th September, 1994","Wednesday, 7th September, 1994",https://na.gov.pk/uploads/documents/1459489791_418.pdf
"Monday, 5th September, 1994","Monday, 5th September, 1994",https://na.gov.pk/uploads/documents/1459489710_140.pdf
"Sunday, 4th September, 1994","Sunday, 4th September, 1994",https://na.gov.pk/uploads/documents/1459489657_592.pdf
"Thursday, 1st September, 1994","Thursday, 1st September, 1994",https://na.gov.pk/uploads/documents/1459489621_630.pdf
"Wednesday, 31st August, 1994","Wednesday, 31st August, 1994",https://na.gov.pk/uploads/documents/1459489583_487.pdf
"Tuesday, 30th August, 1994","Tuesday, 30th August, 1994",https://na.gov.pk/uploads/documents/1459489547_592.pdf
"Monday, 29th August, 1994","Monday, 29th August, 1994",https://na.gov.pk/uploads/documents/1459489483_118.pdf
"Sunday, 28th August, 1994","Sunday, 28th August, 1994",https://na.gov.pk/uploads/documents/1459489440_504.pdf
"Thursday, 25th August, 1994","Thursday, 25th August, 1994",https://na.gov.pk/uploads/documents/1459489391_346.pdf
"Wednesday, 24th August, 1994","Wednesday, 24th August, 1994",https://na.gov.pk/uploads/documents/1459489330_340.pdf
"Tuesday, 23rd August, 1994","Tuesday, 23rd August, 1994",https://na.gov.pk/uploads/documents/1459489228_454.pdf
"Monday, 22nd August, 1994","Monday, 22nd August, 1994",https://na.gov.pk/uploads/documents/1459489286_288.pdf
"Thursday, 18th August, 1994","Thursday, 18th August, 1994",https://na.gov.pk/uploads/documents/1459489189_834.pdf
"Wednesday, 17th August, 1994","Wednesday, 17th August, 1994",https://na.gov.pk/uploads/documents/1459489143_925.pdf
"Tuesday, 16th August, 1994","Tuesday, 16th August, 1994",https://na.gov.pk/uploads/documents/1459489066_266.pdf
"Monday, 15th August, 1994","Monday, 15th August, 1994",https://na.gov.pk/uploads/documents/1459489035_300.pdf
"Tuesday, 28th June, 1994","Tuesday, 28th June, 1994",https://na.gov.pk/uploads/documents/1461827812_300.pdf
"Wednesday, 27th October, 1993","Wednesday, 27th October, 1993",https://na.gov.pk/uploads/documents/1560511379_208.pdf
"Sunday, 6th November, 1994","Sunday, 6th November, 1994",https://na.gov.pk/uploads/documents/1459490193_939.pdf
"Wednesday, 2nd November, 1994","Wednesday, 2nd November, 1994",https://na.gov.pk/uploads/documents/1459490146_536.pdf
"Monday, 31st October, 1994","Monday, 31st October, 1994",https://na.gov.pk/uploads/documents/1459490059_374.pdf
"Sunday, 30th October, 1994","Sunday, 30th October, 1994",https://na.gov.pk/uploads/documents/1459490016_483.pdf
"Saturday, 29th October, 1994","Saturday, 29th October, 1994",https://na.gov.pk/uploads/documents/1459489964_356.pdf
"Wednesday, 21st December, 1994","Wednesday, 21st December, 1994",https://na.gov.pk/uploads/documents/1459495981_745.pdf
"Tuesday, 20th December, 1994","Tuesday, 20th December, 1994",https://na.gov.pk/uploads/documents/1459495951_913.pdf
"Monday, 19th December, 1994","Monday, 19th December, 1994",https://na.gov.pk/uploads/documents/1459495891_771.pdf
"Sunday, 18th December, 1994","Sunday, 18th December, 1994",https://na.gov.pk/uploads/documents/1459495860_184.pdf
"Thursday, 15th December, 1994","Thursday, 15th December, 1994",https://na.gov.pk/uploads/documents/1459495823_452.pdf
"Wednesday, 14th December, 1994","Wednesday, 14th December, 1994",https://na.gov.pk/uploads/documents/1459495790_338.pdf
"Tuesday, 13th December, 1994","Tuesday, 13th December, 1994",https://na.gov.pk/uploads/documents/1459495750_695.pdf
"Monday, 12th December, 1994","Monday, 12th December, 1994",https://na.gov.pk/uploads/documents/1459495714_618.pdf
"Sunday, 11th December, 1994","Sunday, 11th December, 1994",https://na.gov.pk/uploads/documents/1459495678_488.pdf
"Thursday, 8th December, 1994","Thursday, 8th December, 1994",https://na.gov.pk/uploads/documents/1459495613_147.pdf
"Tuesday, 6th December, 1994","Tuesday, 6th December, 1994",https://na.gov.pk/uploads/documents/1459495562_531.pdf
"Sunday, 27th November, 1994","Sunday, 27th November, 1994",https://na.gov.pk/uploads/documents/1459495357_615.pdf
"Thursday, 24th November, 1994","Thursday, 24th November, 1994",https://na.gov.pk/uploads/documents/1459495324_571.pdf
"Wednesday, 23rd November, 1994","Wednesday, 23rd November, 1994",https://na.gov.pk/uploads/documents/1459495284_259.pdf
"Monday, 21st November, 1994","Monday, 21st November, 1994",https://na.gov.pk/uploads/documents/1459495200_391.pdf
"Wednesday, 16th November, 1994","Wednesday, 16th November, 1994",https://na.gov.pk/uploads/documents/1459495091_427.pdf
"Friday, 4th November, 1994","Friday, 4th November, 1994",https://na.gov.pk/uploads/documents/1459495495_619.pdf
"Thursday, 22nd December, 1994","Thursday, 22nd December, 1994",https://na.gov.pk/uploads/documents/1459496236_691.pdf
"Thursday, 16th February, 1995","Thursday, 16th February, 1995",https://na.gov.pk/uploads/documents/1459511205_833.pdf
"Wednesday, 15th February, 1995","Wednesday, 15th February, 1995",https://na.gov.pk/uploads/documents/1459511168_261.pdf
"Tuesday, 14th February, 1995","Tuesday, 14th February, 1995",https://na.gov.pk/uploads/documents/1459511136_413.pdf
"Sunday, 12th February, 1995","Sunday, 12th February, 1995",https://na.gov.pk/uploads/documents/1459511094_711.pdf
"Thursday, 9th February, 1995","Thursday, 9th February, 1995",https://na.gov.pk/uploads/documents/1459511047_868.pdf
"Wednesday, 8th February, 1995","Wednesday, 8th February, 1995",https://na.gov.pk/uploads/documents/1459511000_160.pdf
"Tuesday, 7th February, 1995","Tuesday, 7th February, 1995",https://na.gov.pk/uploads/documents/1459510940_925.pdf
"Monday, 6th February, 1995","Monday, 6th February, 1995",https://na.gov.pk/uploads/documents/1459510911_723.pdf
"Thursday, 2nd February, 1995","Thursday, 2nd February, 1995",https://na.gov.pk/uploads/documents/1459510876_492.pdf
"Wednesday, 1st February, 1995","Wednesday, 1st February, 1995",https://na.gov.pk/uploads/documents/1459510787_988.pdf
"Tuesday, 31st January, 1995","Tuesday, 31st January, 1995",https://na.gov.pk/uploads/documents/1459510750_667.pdf
"Monday, 30th January, 1995","Monday, 30th January, 1995",https://na.gov.pk/uploads/documents/1459510716_773.pdf
"Sunday, 29th January, 1995","Sunday, 29th January, 1995",https://na.gov.pk/uploads/documents/1459510681_543.pdf
"Thursday, 26th January, 1995","Thursday, 26th January, 1995",https://na.gov.pk/uploads/documents/1459510642_893.pdf
"Wednesday, 25th January, 1995","Wednesday, 25th January, 1995",https://na.gov.pk/uploads/documents/1459510597_146.pdf
"Tuesday, 24th January, 1995","Tuesday, 24th January, 1995",https://na.gov.pk/uploads/documents/1459510555_928.pdf
"Monday, 23rd January, 1995","Monday, 23rd January, 1995",https://na.gov.pk/uploads/documents/1459510517_333.pdf
"Sunday, 22nd January, 1995","Sunday, 22nd January, 1995",https://na.gov.pk/uploads/documents/1459510429_382.pdf
"Thursday, 19th January, 1995","Thursday, 19th January, 1995",https://na.gov.pk/uploads/documents/1459510385_484.pdf
"Wednesday, 18th January, 1995","Wednesday, 18th January, 1995",https://na.gov.pk/uploads/documents/1459510335_899.pdf
"Tuesday, 17th January, 1995","Tuesday, 17th January, 1995",https://na.gov.pk/uploads/documents/1459510268_873.pdf
"Sunday, 15th January, 1995","Sunday, 15th January, 1995",https://na.gov.pk/uploads/documents/1459510236_488.pdf
"Thursday, 27th April, 1995","Thursday, 27th April, 1995",https://na.gov.pk/uploads/documents/1459511510_354.pdf
"Wednesday, 26th April, 1995","Wednesday, 26th April, 1995",https://na.gov.pk/uploads/documents/1459511476_240.pdf
"Tuesday, 25th April, 1995","Tuesday, 25th April, 1995",https://na.gov.pk/uploads/documents/1459511437_862.pdf
"Monday, 24th April, 1995","Monday, 24th April, 1995",https://na.gov.pk/uploads/documents/1459511402_463.pdf
"Sunday, 23rd April, 1995","Sunday, 23rd April, 1995",https://na.gov.pk/uploads/documents/1459511352_830.pdf
"Thursday, 20th April, 1995","Thursday, 20th April, 1995",https://na.gov.pk/uploads/documents/1459511307_863.pdf
"Wednesday, 19th April, 1995","Wednesday, 19th April, 1995",https://na.gov.pk/uploads/documents/1459511266_783.pdf
"Wednesday, 28th June, 1995","Wednesday, 28th June, 1995",https://na.gov.pk/uploads/documents/1459513425_240.pdf
"Tuesday, 27th June, 1995","Tuesday, 27th June, 1995",https://na.gov.pk/uploads/documents/1459513391_456.pdf
"Sunday, 25th June, 1995","Sunday, 25th June, 1995",https://na.gov.pk/uploads/documents/1459513314_479.pdf
"Saturday, 24th June, 1995","Saturday, 24th June, 1995",https://na.gov.pk/uploads/documents/1459513269_332.pdf
"Thursday, 22nd June, 1995","Thursday, 22nd June, 1995",https://na.gov.pk/uploads/documents/1459513356_528.pdf
"Wednesday, 21st June, 1995","Wednesday, 21st June, 1995",https://na.gov.pk/uploads/documents/1459513183_456.pdf
"Tuesday, 20th June, 1995","Tuesday, 20th June, 1995",https://na.gov.pk/uploads/documents/1459513151_679.pdf
"Monday, 19th June, 1995","Monday, 19th June, 1995",https://na.gov.pk/uploads/documents/1459513116_943.pdf
"Sunday, 18th June, 1995","Sunday, 18th June, 1995",https://na.gov.pk/uploads/documents/1459513082_860.pdf
"Saturday, 17th June, 1995","Saturday, 17th June, 1995",https://na.gov.pk/uploads/documents/1459513052_391.pdf
"Wednesday, 14th June, 1995","Wednesday, 14th June, 1995",https://na.gov.pk/uploads/documents/1459513024_843.pdf
"Monday, 12th June, 1995","Monday, 12th June, 1995",https://na.gov.pk/uploads/documents/1459512975_316.pdf
"Sunday, 11th June, 1995","Sunday, 11th June, 1995",https://na.gov.pk/uploads/documents/1459512950_452.pdf
"Tuesday, 6th June, 1995","Tuesday, 6th June, 1995",https://na.gov.pk/uploads/documents/1459512925_292.pdf
"Monday, 5th June, 1995","Monday, 5th June, 1995",https://na.gov.pk/uploads/documents/1459512897_233.pdf
"Sunday, 4th June, 1995","Sunday, 4th June, 1995",https://na.gov.pk/uploads/documents/1459512865_338.pdf
"Thursday, 1st June, 1995","Thursday, 1st June, 1995",https://na.gov.pk/uploads/documents/1459512765_161.pdf
"Monday, 28th August, 1995","Monday, 28th August, 1995",https://na.gov.pk/uploads/documents/1459514301_549.pdf
"Sunday, 27th August, 1995","Sunday, 27th August, 1995",https://na.gov.pk/uploads/documents/1459514270_893.pdf
"Thursday, 24th August, 1995","Thursday, 24th August, 1995",https://na.gov.pk/uploads/documents/1459514232_982.pdf
"Wednesday, 23rd August, 1995","Wednesday, 23rd August, 1995",https://na.gov.pk/uploads/documents/1459514201_721.pdf
"Tuesday, 22nd August, 1995","Tuesday, 22nd August, 1995",https://na.gov.pk/uploads/documents/1459514170_265.pdf
"Monday, 21st August, 1995","Monday, 21st August, 1995",https://na.gov.pk/uploads/documents/1459514124_836.pdf
"Sunday, 20th August, 1995","Sunday, 20th August, 1995",https://na.gov.pk/uploads/documents/1459514090_411.pdf
"Thursday, 17th August, 1995","Thursday, 17th August, 1995",https://na.gov.pk/uploads/documents/1459514055_881.pdf
"Wednesday, 16th August, 1995","Wednesday, 16th August, 1995",https://na.gov.pk/uploads/documents/1459514019_146.pdf
"Tuesday, 15th August, 1995","Tuesday, 15th August, 1995",https://na.gov.pk/uploads/documents/1459513993_264.pdf
"Sunday, 13th August, 1995","Sunday, 13th August, 1995",https://na.gov.pk/uploads/documents/1459513955_124.pdf
"Sunday, 1st October, 1995","Sunday, 1st October, 1995",https://na.gov.pk/uploads/documents/1459515936_188.pdf
"Thursday, 28th September, 1995","Thursday, 28th September, 1995",https://na.gov.pk/uploads/documents/1459515889_818.pdf
"Wednesday, 27th September, 1995","Wednesday, 27th September, 1995",https://na.gov.pk/uploads/documents/1459515816_647.pdf
"Tuesday, 26th September, 1995","Tuesday, 26th September, 1995",https://na.gov.pk/uploads/documents/1459515787_710.pdf
"Monday, 25th September, 1995","Monday, 25th September, 1995",https://na.gov.pk/uploads/documents/1459515754_743.pdf
"Sunday, 24th September, 1995","Sunday, 24th September, 1995",https://na.gov.pk/uploads/documents/1459515688_567.pdf
"Thursday, 21st September, 1995","Thursday, 21st September, 1995",https://na.gov.pk/uploads/documents/1459515719_697.pdf
"Wednesday, 20th September, 1995","Wednesday, 20th September, 1995",https://na.gov.pk/uploads/documents/1459515655_450.pdf
"Monday, 18th September, 1995","Monday, 18th September, 1995",https://na.gov.pk/uploads/documents/1459515623_388.pdf
"Sunday, 17th September, 1995","Sunday, 17th September, 1995",https://na.gov.pk/uploads/documents/1459515594_608.pdf
"Thursday, 14th September, 1995","Thursday, 14th September, 1995",https://na.gov.pk/uploads/documents/1459515467_457.pdf
"Wednesday, 13th September, 1995","Wednesday, 13th September, 1995",https://na.gov.pk/uploads/documents/1459515421_863.pdf
"Monday, 14th November, 1994","Monday, 14th November, 1994",https://na.gov.pk/uploads/documents/1506322120_260.pdf
"Tuesday, 7th November, 1995","Tuesday, 7th November, 1995",https://na.gov.pk/uploads/documents/1459517248_289.pdf
"Tuesday, 7th November, 1995","Tuesday, 7th November, 1995",https://na.gov.pk/uploads/documents/1459517311_943.pdf
"Sunday, 5th November, 1995","Sunday, 5th November, 1995",https://na.gov.pk/uploads/documents/1459517205_701.pdf
"Thursday, 2nd November, 1995","Thursday, 2nd November, 1995",https://na.gov.pk/uploads/documents/1459517163_586.pdf
"Wednesday, 1st November, 1995","Wednesday, 1st November, 1995",https://na.gov.pk/uploads/documents/1459517136_908.pdf
"Tuesday, 31st October, 1995","Tuesday, 31st October, 1995",https://na.gov.pk/uploads/documents/1459517080_618.pdf
"Thursday, 21st December, 1995","Thursday, 21st December, 1995",https://na.gov.pk/uploads/documents/1459518621_989.pdf
"Wednesday, 20th December, 1995","Wednesday, 20th December, 1995",https://na.gov.pk/uploads/documents/1459518569_933.pdf
"Tuesday, 19th December, 1995","Tuesday, 19th December, 1995",https://na.gov.pk/uploads/documents/1459518538_744.pdf
"Monday, 18th December, 1995","Monday, 18th December, 1995",https://na.gov.pk/uploads/documents/1459518510_796.pdf
"Sunday, 17th December, 1995","Sunday, 17th December, 1995",https://na.gov.pk/uploads/documents/1459518675_151.pdf
"Thursday, 14th December, 1995","Thursday, 14th December, 1995",https://na.gov.pk/uploads/documents/1459518430_375.pdf
"Wednesday, 13th December, 1995","Wednesday, 13th December, 1995",https://na.gov.pk/uploads/documents/1459518390_990.pdf
"Tuesday, 12th December, 1995","Tuesday, 12th December, 1995",https://na.gov.pk/uploads/documents/1459518357_904.pdf
"Monday, 11th December, 1995","Monday, 11th December, 1995",https://na.gov.pk/uploads/documents/1459518328_643.pdf
"Sunday, 10th December, 1995","Sunday, 10th December, 1995",https://na.gov.pk/uploads/documents/1459518296_987.pdf
"Thursday, 7th December, 1995","Thursday, 7th December, 1995",https://na.gov.pk/uploads/documents/1459518262_627.pdf
"Wednesday, 6th December, 1995","Wednesday, 6th December, 1995",https://na.gov.pk/uploads/documents/1459518205_487.pdf
"Tuesday, 5th December, 1995","Tuesday, 5th December, 1995",https://na.gov.pk/uploads/documents/1459518132_754.pdf
"Monday, 4th December, 1995","Monday, 4th December, 1995",https://na.gov.pk/uploads/documents/1459518104_383.pdf
"Sunday, 3rd December, 1995","Sunday, 3rd December, 1995",https://na.gov.pk/uploads/documents/1459518077_134.pdf
"Thursday, 25th January, 1996","Thursday, 25th January, 1996",https://na.gov.pk/uploads/documents/1459520652_354.pdf
"Wednesday, 24th January, 1996","Wednesday, 24th January, 1996",https://na.gov.pk/uploads/documents/1459520620_546.pdf
"Tuesday, 23rd January, 1996","Tuesday, 23rd January, 1996",https://na.gov.pk/uploads/documents/1459520587_605.pdf
